"Facility ID","Facility Name","Short Description","Description","Facility Open Date","Facility Address 1","Facility Address 2","Facility City","Facility State","Facility Zip Code","Facility Phone Number","Facility Fax Number","Facility Website","Facility County Code","Facility County","Regional Office ID","Regional Office","Main Site Name","Main Site Facility ID","Operating Certificate Number","Operator Name","Operator Address 1","Operator Address 2","Operator City","Operator State","Operator Zip Code","Cooperator Name","Cooperator Address","Cooperator Address 2","Cooperator City","Cooperator State","Cooperator Zip Code","Ownership Type","Facility Latitude","Facility Longitude","Facility Location"
"181","Vassar Brothers Medical Center","HOSP","Hospital","01/01/1901","45 Reade Place",,"Poughkeepsie","New York","12601","8454548500",,,"13","Dutchess","6","Metropolitan Area Regional Office - New Rochelle",,,"1302001H","Health Quest Systems, Inc.","45 Reade Place",,"Poughkeepsie","New York","12601","Nuvance Health","1351 Route 55, Suite 200",,"LaGrangeville","New York","12540","Not for Profit Corporation","41.694523","-73.935799","(41.694523, -73.935799)"
"15366","Oak Orchard Health Dental at Albion","DTC-EC","Diagnostic and Treatment Center Extension Clinic","11/03/2022","362 South Main Street",,"Albion","New York","14411",,,,"36","Orleans","1","Western Regional Office - Buffalo","Oak Orchard Community Health Center","428","2701221R","Oak Orchard Community Health Center Inc","80 West Main Street",,"Brockport","New York","14420",,,,,"New York",,"Not for Profit Corporation","43.23453","-78.19445","(43.23453, -78.19445)"
"6908","Gramercy Surgery Center, Inc","DTC","Diagnostic and Treatment Center","12/06/2006","380 2nd Avenue, Suite 1000",,"New York","New York","10010","2122545350",,,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"7002183R","Gramercy Surgery Center, Inc","380 2nd Avenue, Suite 1000",,"New York","New York","10010",,,,,"New York",,"Business Corporation","40.737343","-73.981209","(40.737343, -73.981209)"
"3460","Family Health Centers of Comm Mem Hosp",,"Primary Care Hospital - Critical Access Hospital Extension Clinic","12/13/1991","3460 South Street",,"Morrisville","New York","13408","3158246080",,,"26","Madison","3","Central New York Regional Office","Community Memorial Hospital Inc","401","2625700C","Community Memorial Hospital Inc","150 Broad Street",,"Hamilton","New York","13346",,,,,"New York",,"Not for Profit Corporation","42.891239","-75.637856","(42.891239, -75.637856)"
"12934","Help at Home - Preferred","LHCSA","Licensed Home Care Services Agency","09/15/2009","148 39th Street, IC Bldg 19-4th Floor A/B",,"Brooklyn","New York","11232","7188418000","7188418100",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1519L001","Assistcare Home Health Services Llc","148 39th Street, IC Bldg 19-4th Floor A/B",,"Brooklyn","New York","11232",,,,,"New York",,"LLC","40.65571","-74.01161","(40.65571, -74.01161)"
"6249","L'Refuah Medical & Rehabilitation Center","DTC","Diagnostic and Treatment Center","06/06/2001","1312 38th Street",,"Brooklyn","New York","11218","7186863734",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001296R","L'Refuah Medical & Rehabilitation Center,Inc","571 Mcdonald Ave",,"Brooklyn","New York","11218",,,,,"New York",,"Not for Profit Corporation","40.640945","-73.985405","(40.640945, -73.985405)"
"13022","All Metro Health Care","LHCSA","Licensed Home Care Services Agency","09/26/2011","75 Broad Street","Suite 610","New York","New York","10004","2128676530","2128676535","www.all-metro.com","7093","New York","5","Metropolitan Area Regional Office - New York City",,,"1650L006","All Metro Home Care Services Of New York, Inc.","170 Earle Avenue",,"Lynbrook","New York","11563",,,,,"New York",,"Business Corporation","40.70464","-74.01143","(40.70464, -74.01143)"
"8619","Planned Parenthood Plan Van Mobile Health Center",,"Mobile Diagnostic and Treatment Center Extension Clinic","10/28/2008","530 Fulton Avenue",,"Hempstead","New York","11550","5167502501","5164833556",,"29","Nassau","7","Metropolitan Area Regional Office - Long Island","Planned Parenthood Joan Malin Brooklyn Health Center","1332","7002273R","Planned Parenthood of Greater New York, Inc.","26 Bleeker Street",,"New York","New York","10012",,,,,"New York",,"Not for Profit Corporation","40.710361","-73.613586","(40.710361, -73.613586)"
"9158","St. Luke's Hospital - Physical Therapy Extension Clinic","HOSP-EC","Hospital Extension Clinic","12/10/2009","17 Old Main Street",,"Fishkill","New York","12524","8458966978","8458962130",,"13","Dutchess","6","Metropolitan Area Regional Office - New Rochelle","St Luke's Cornwall Hospital/Newburgh","694","3522000H","St Luke's Cornwall Hospital","19 Laurel Avenue",,"Cornwall","New York","12518","Montefiore Health System, Inc","111 East 210th Street",,"Bronx","New York","10467","Not for Profit Corporation","41.534531","-73.896378","(41.534531, -73.896378)"
"13292","Ep Home Care Llc","LHCSA","Licensed Home Care Services Agency","07/25/2014","2350 Ralph Avenue",,"Brooklyn","New York","11234","7186292112","7186292113",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"2094L001","Ep Home Care Llc","2350 Ralph Avenue",,"Brooklyn","New York","11234",,,,,"New York",,"LLC","40.620718","-73.917747","(40.620718, -73.917747)"
"9382","UHS Primary Care Endwell","HOSP-EC","Hospital Extension Clinic","01/03/2012","800 Hooper Road",,"Endwell","New York","13760","6077570444","6077573385",,"3","Broome","3","Central New York Regional Office","United Health Services Hospitals Inc. - Binghamton General Hospital","42","0303001H","United Health Services Hospitals Inc","Po Box 54o",,"Johnson City","New York","13790",,,,,"New York",,"Not for Profit Corporation","42.12817","-76.028564","(42.12817, -76.028564)"
"9213","St. Peter's Hospital Spine & Neurosurgery","HOSP-EC","Hospital Extension Clinic","03/21/2011","1182 Troy-Schenectady Road","Suite 100","Latham","New York","12110","5187135400","5187135401",,"1","Albany","4","Capital District Regional Office","St. Peter's Hospital","5","0101004H","St Peters Hospital Inc","315 South Manning Blvd",,"Albany","New York","12208","St. Peter's Health Partners","315 South Manning Boulevard",,"Albany","New York","12208","Not for Profit Corporation","42.770695","-73.821442","(42.770695, -73.821442)"
"12964","Bluebird Care","LHCSA","Licensed Home Care Services Agency","06/18/2009","1481 Nostrand Avenue",,"Brooklyn","New York","11226","7185177878","7182826064",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1567L001","Caring Home Care Services, Llc","1481 Nostrand Avenue",,"Brooklyn","New York","11226",,,,,"New York",,"LLC","40.65017","-73.94934","(40.65017, -73.94934)"
"6309","Cornerstone Family Healthcare:  Goshen Dental and Audiology","DTC-EC","Diagnostic and Treatment Center Extension Clinic","10/15/2001","2 Fletcher St",,"Goshen","New York","10924","8452948806",,,"35","Orange","6","Metropolitan Area Regional Office - New Rochelle","Cornerstone Family Healthcare:  The Kaplan Family Pavilion","2532","3529200R","Cornerstone Family Healthcare","2570 U. S. Route 92",,"Cornwall","New York","12518",,,,,"New York",,"Not for Profit Corporation","41.403687","-74.33493","(41.403687, -74.33493)"
"9533","Physical Therapy and Occupational Therapy Center at Westchester Avenue","HOSP-EC","Hospital Extension Clinic","09/03/2013","222 Westchester Avenue",,"White Plains","New York","10604","9144686200","9144686201",,"59","Westchester","6","Metropolitan Area Regional Office - New Rochelle","White Plains Hospital Center","1045","5902001H","White Plains Hospital Medical Center","Davis Avenue At East Post Road",,"White Plains","New York","10601","Montefiore Health System, Inc","111 East 210th Street",,"Bronx","New York","10467","Not for Profit Corporation","41.030022","-73.739624","(41.030022, -73.739624)"
"1400","Spring Creek Rehabilitation & Nursing Care Center","NH","Residential Health Care Facility - SNF","08/01/1979","660 Louisiana Avenue",,"Brooklyn","New York","11239","7186697100",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001384N","Willoughby Rehabilitation & Health Care Center LLC","945 Willoughby Ave",,"Brooklyn","New York","11220",,,,,"New York",,"LLC","40.645325","-73.883415","(40.645325, -73.883415)"
"15094","Valley Vista Adult Home and Assisted Living Program","AH","Adult Home","09/18/1989","141 North Road",,"Highland","New York","12528","8456917400","8456913787",,"55","Ulster","5","Metropolitan Area Regional Office - New York City",,,"740-F-076","New York Senior Care in the Valley, LLC","141 North Road",,"Highland","New York","12528-1037",,,,,"New York",,"LLC","41.735834","-73.966463","(41.735834, -73.966463)"
"6528","Our Lady of Peace Nursing Care Residence","NH","Residential Health Care Facility - SNF","06/11/2003","5285 Lewiston Road",,"Lewiston","New York","14092","7162982900",,,"31","Niagara","1","Western Regional Office - Buffalo",,,"3121303N","Our Lady of Peace,Inc","5285 Lewiston Road",,"Lewiston","New York","14092",,,,,"New York",,"Not for Profit Corporation","43.153564","-79.038345","(43.153564, -79.038345)"
"7825","BronxCare Ogden Family Medical and Dental Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","01/01/2004","1067 Ogden Avenue",,"Bronx","New York","10456","7184663255",,,"7094","Bronx","5","Metropolitan Area Regional Office - New York City","BronxCare Dr. Martin Luther King, Jr. Health Center","1195","7000212R","BronxCare Dr. Martin Luther King, Jr. Health Center","3674 Third Avenue",,"Bronx","New York","10456",,,,,"New York",,"Not for Profit Corporation","40.834835","-73.928391","(40.834835, -73.928391)"
"6863","Arc Healthresources of Rockland, Inc.","DTC","Diagnostic and Treatment Center","04/27/2006","70 Phillips Hill Road",,"New City","New York","10920","9142672500",,,"43","Rockland","6","Metropolitan Area Regional Office - New Rochelle",,,"4350203R","Arc Healthresources of Rockland, Inc.","25 Hemlock Drive",,"Congers","New York","10920",,,,,"New York",,"Not for Profit Corporation","41.16537","-73.9937","(41.16537, -73.9937)"
"10298","Mosaic Health Utica Dental","DTC-EC","Diagnostic and Treatment Center Extension Clinic","06/21/2019","3 Parkside Court",,"Utica","New York","13501","3159270000",,,"32","Oneida","3","Central New York Regional Office","Mosaic Health Rushville","4825","6121203R","Mosaic Health, Inc.","1 South Washington Street, Suite 300",,"Rochester","New York","14614",,,,,"New York",,"Not for Profit Corporation","43.086652","-75.257065","(43.086652, -75.257065)"
"13114","St. Vincent De Paul Lhcsa","LHCSA","Licensed Home Care Services Agency","12/06/2013","900 Interval Avenue",,"Bronx","New York","10459","9176459289","9176459281",,"7094","Bronx","5","Metropolitan Area Regional Office - New York City",,,"1812L001","St Vincent Depaul Residence","900 Intervale Ave",,"Bronx","New York","10459",,,,,"New York",,"Not for Profit Corporation","40.818977","-73.896031","(40.818977, -73.896031)"
"9361","Franklin Women's Shelter","DTC-EC","Diagnostic and Treatment Center Extension Clinic","10/28/2011","1122 Franklin Avenue",,"Bronx","New York","10456","3472694648","3472694665",,"7094","Bronx","5","Metropolitan Area Regional Office - New York City","Care For the Homeless","9000","7000279R","Care For The Homeless, Inc","1911-1921 Jerome Avenue",,"Bronx","New York","10453",,,,,"New York",,"Not for Profit Corporation","40.828342","-73.905624","(40.828342, -73.905624)"
"15037","Maryville Assisted Living","AH","Adult Home","10/15/1990","70 Greenlawn Road",,"Huntington","New York","11743","6314277685","6316734636",,"51","Suffolk","7","Metropolitan Area Regional Office - Long Island",,,"700-F-891","Maryville Adult Home, Inc.","70 Greenlawn Road",,"Huntington","New York","11743-2929",,,,,"New York",,"Business Corporation","40.873388","-73.393426","(40.873388, -73.393426)"
"14719","Adirondack Manor HFA D.B.A Montcalm Manor HFA","AH","Adult Home","06/14/1983","45 Montcalm Street",,"Ticonderoga","New York","12883","5185856230","5185856467","www.adirondackmanor.com#http://www.adirondackmanor.com/#","15","Essex","4","Capital District Regional Office",,,"260-F-016","James E. Kane Sr. James E. Kane Jr.","4 Chelsea Place, Suite 101",,"Clifton Park","New York","12065",,,,,"New York",,"Individual","43.848665","-73.430359","(43.848665, -73.430359)"
"6765","Sherburne-Earlville Central Sch Middle/HS","HOSP-SB","School Based Hospital Extension Clinic","02/04/2003","13 School Street",,"Sherburne","New York","13460","6076747301",,,"8","Chenango","3","Central New York Regional Office","Mary Imogene Bassett Hospital","746","3824000H","Mary Imogene Bassett Hospital Inc","Atwell Road",,"Cooperstown","New York","13326","Bassett Healthcare Network","1 Atwell Road",,"Cooperstown","New York","13326","Not for Profit Corporation","42.688599","-75.500633","(42.688599, -75.500633)"
"6047","Allhealth D & T Center-Brooklyn","DTC-EC","Diagnostic and Treatment Center Extension Clinic","07/31/1996","1100 Coney Island Avenue",,"Brooklyn","New York","11230",,,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","Allhealth D&T Center-Brooklyn2","6105","7003245R","B & L Health Inc","200 West 58th Street",,"New York","New York","10019",,,,,"New York",,"Business Corporation","40.630699","-73.966454","(40.630699, -73.966454)"
"14858","VillageCare at 46 and Ten","EHP","Enriched Housing Program","08/08/2001","510 West 46th Street",,"New York","New York","10036","2129774600","2129774848",,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"420-S-379","Village Housing Development Fund Corporation","510 West 46th Street",,"New York","New York","10036-2296",,,,,"New York",,"Not for Profit Corporation","40.762227","-73.994309","(40.762227, -73.994309)"
"10146","Ozone Park Dialysis","DTC-EC","Diagnostic and Treatment Center Extension Clinic","05/14/2018","100-02 Rockaway Boulevard",,"Ozone Park","New York","11417",,,,"7096","Queens","5","Metropolitan Area Regional Office - New York City","Bronx Dialysis Center","6661","7000272R","Knickerbocker Dialysis, Inc","1615-1617 Eastchester Road",,"Bronx","New York","10461",,,,,"New York",,"Business Corporation","40.679795","-73.838834","(40.679795, -73.838834)"
"14634","Metro Interfaith EHP","EHP","Enriched Housing Program","02/10/1992","110 Chenango Place",,"Binghamton","New York","13901","6077243774","6077249602",,"3","Broome","3","Central New York Regional Office",,,"030-S-041","Metro Interfaith Housing Management Corporation","21 New Street",,"Binghamton","New York","13903-1759",,,,,"New York",,"Not for Profit Corporation","42.101831","-75.908618","(42.101831, -75.908618)"
"12607","Sophie'S Health Care Services, Inc.","LHCSA","Licensed Home Care Services Agency","08/11/1999","78 Lafayette Ave","Ste 104","Suffern","New York","10901-5506","8453696231","8453696232",,"43","Rockland","6","Metropolitan Area Regional Office - New Rochelle",,,"0689L001","Sophie'S Health Care Services, Inc.","78 Lafayette Ave","Ste 104","Suffern","New York","10901",,,,,"New York",,"Business Corporation","41.115497","-74.151365","(41.115497, -74.151365)"
"3401","Beach Gardens Rehab and Nursing Center","NH","Residential Health Care Facility - SNF","07/24/1985","17-11 Brookhaven Avenue",,"Far Rockaway","New York","11691","7188698000","7188698055",,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"7003412N","Hendon Garden Center LLC","17-11 Brookhaven Avenue",,"Far Rockaway","New York","11691",,,,,"New York",,"LLC","40.599018","-73.751686","(40.599018, -73.751686)"
"6233","Walton Family Practice","DTC-EC","Diagnostic and Treatment Center Extension Clinic","08/26/1998","1894 Walton Ave",,"Bronx","New York","10453","7185833060",,,"7094","Bronx","5","Metropolitan Area Regional Office - New York City","Family Health Center of Harlem","9375","7002137R","Institute for Family Health, Inc.","16 East 16th Street",,"New York","New York","10003",,,,,"New York",,"Not for Profit Corporation","40.849613","-73.909203","(40.849613, -73.909203)"
